id,title,context,question,answers
57326423e99e3014001e6764,Jehovah%27s_Witnesses,"Jehovah's Witnesses have been accused of having policies and culture that help to conceal cases of sexual abuse within the organization. The religion has been criticized for its ""two witness rule"" for church discipline, based on its application of scriptures at Deuteronomy 19:15 and Matthew 18:15-17, which requires sexual abuse to be substantiated by secondary evidence if the accused person denies any wrongdoing. In cases where corroboration is lacking, the Watch Tower Society's instruction is that ""the elders will leave the matter in Jehovah's hands"". A former member of the church’s headquarters staff, Barbara Anderson, says the policy effectively requires that there be another witness to an act of molestation, ""which is an impossibility"". Anderson says the policies ""protect pedophiles rather than protect the children."" Jehovah's Witnesses maintain that they have a strong policy to protect children, adding that the best way to protect children is by educating parents; they also state that they do not sponsor activities that separate children from parents.",Who does Barbara Anderson feel the church's policy regarding sexual abuse protects?,"{'text': ['pedophiles'], 'answer_start': [787]}"
56d29b0e59d6e41400146128,Buddhism,"The Pāli Tipitaka is the only early Tipitaka (Sanskrit: Tripiṭaka) to survive intact in its original language, but a number of early schools had their own recensions of the Tipitaka featuring much of the same material. We have portions of the Tipitakas of the Sārvāstivāda, Dharmaguptaka, Sammitya, Mahāsaṅghika, Kāśyapīya, and Mahīśāsaka schools, most of which survive in Chinese translation only. According to some sources, some early schools of Buddhism had five or seven pitakas.",What is the only Tipitaka to survive intact in its original language?,"{'text': ['Pāli Tipitaka'], 'answer_start': [4]}"
57329aaa328d981900601fce,Police,"As one of their first acts after end of the War of the Castilian Succession in 1479, Ferdinand and Isabella established the centrally organized and efficient Holy Brotherhood (Santa Hermandad) as a national police force. They adapted an existing brotherhood to the purpose of a general police acting under officials appointed by themselves, and endowed with great powers of summary jurisdiction even in capital cases. The original brotherhoods continued to serve as modest local police-units until their final suppression in 1835.",What does Santa Hermandad mean?,"{'text': ['Holy Brotherhood'], 'answer_start': [158]}"
570d55affed7b91900d45eb8,Anti-aircraft_warfare,"The first issue was ammunition. Before the war it was recognised that ammunition needed to explode in the air. Both high explosive (HE) and shrapnel were used, mostly the former. Airburst fuses were either igniferious (based on a burning fuse) or mechanical (clockwork). Igniferious fuses were not well suited for anti-aircraft use. The fuse length was determined by time of flight, but the burning rate of the gunpowder was affected by altitude. The British pom-poms had only contact-fused ammunition. Zeppelins, being hydrogen filled balloons, were targets for incendiary shells and the British introduced these with airburst fuses, both shrapnel type-forward projection of incendiary 'pot' and base ejection of an incendiary stream. The British also fitted tracers to their shells for use at night. Smoke shells were also available for some AA guns, these bursts were used as targets during training.","In addition to high explosive, what else was used?","{'text': ['shrapnel'], 'answer_start': [140]}"
57277777f1498d1400e8f8e7,Gramophone_record,"The phonograph disc record was the primary medium used for music reproduction until late in the 20th century, replacing the phonograph cylinder record–with which it had co-existed from the late 1880s through to the 1920s–by the late 1920s. Records retained the largest market share even when new formats such as compact cassette were mass-marketed. By the late 1980s, digital media, in the form of the compact disc, had gained a larger market share, and the vinyl record left the mainstream in 1991. From the 1990s to the 2010s, records continued to be manufactured and sold on a much smaller scale, and were especially used by disc jockeys (DJ)s, released by artists in some genres, and listened to by a niche market of audiophiles. The phonograph record has made a niche resurgence in the early 21st century – 9.2 million records were sold in the U.S. in 2014, a 260% increase since 2009. Likewise, in the UK sales have increased five-fold from 2009 to 2014.",Which year did vinyl records leave the main steam media market?,"{'text': ['1991'], 'answer_start': [494]}"
572ed6c8c246551400ce4702,Han_dynasty,"Ban Chao (d. AD 102) enlisted the aid of the Kushan Empire, occupying the area of modern India, Pakistan, Afghanistan, and Tajikistan, to subdue Kashgar and its ally Sogdiana. When a request by Kushan ruler Vima Kadphises (r. c. 90–c. 100 AD) for a marriage alliance with the Han was rejected in AD 90, he sent his forces to Wakhan (Afghanistan) to attack Ban Chao. The conflict ended with the Kushans withdrawing because of lack of supplies. In AD 91, the office of Protector General of the Western Regions was reinstated when it was bestowed on Ban Chao.",Which ruler requested a marriage alliance with the Han in AD 90?,"{'text': ['Vima Kadphises'], 'answer_start': [207]}"
57302ebc04bcaa1900d772ed,Liberia,"The Kpelle comprise more than 20% of the population and are the largest ethnic group in Liberia, residing mostly in Bong County and adjacent areas in central Liberia. Americo-Liberians, who are descendants of African American and West Indian, mostly Barbadian settlers, make up 2.5%. Congo people, descendants of repatriated Congo and Afro-Caribbean slaves who arrived in 1825, make up an estimated 2.5%. These latter two groups established political control in the 19th century which they kept well into the 20th century.",Where do the Kpelle reside?,"{'text': ['mostly in Bong County and adjacent areas in central Liberia.'], 'answer_start': [106]}"
5705f57252bb891400689744,The_Times,"In editorials published on 29 and 31 July 1914, Wickham Steed, the Times's Chief Editor, argued that the British Empire should enter World War I. On 8 May 1920, also under the editorship of Steed, The Times in an editorial endorsed the anti-Semitic fabrication The Protocols of the Learned Elders of Zion as a genuine document, and called Jews the world's greatest danger. In the leader entitled ""The Jewish Peril, a Disturbing Pamphlet: Call for Inquiry"", Steed wrote about The Protocols of the Elders of Zion:",What was the name of the anti-Semitic article that The Time's Chief Editor published in 1914?,"{'text': ['The Jewish Peril, a Disturbing Pamphlet: Call for Inquiry'], 'answer_start': [397]}"
5731782a497a881900248f30,Muammar_Gaddafi,"Moving to reduce Italian influence, in October 1970 all Italian-owned assets were expropriated and the 12,000-strong Italian community expelled from Libya alongside a smaller number of Jews. The day became a national holiday. Aiming to reduce NATO power in the Mediterranean, in 1971 Libya requested that Malta cease to allow NATO to use its land for a military base, in turn offering them foreign aid. Compromising, Malta's government continued allowing NATO use of the island, but only on the condition that they would not use it for launching attacks on Arab territory. Orchestrating a military build-up, the RCC began purchasing weapons from France and the Soviet Union. The commercial relationship with the latter led to an increasingly strained relationship with the U.S., who were then engaged in the Cold War with the Soviets.","In addition to Italians, what people were kicked out of Libya in 1970?","{'text': ['Jews'], 'answer_start': [185]}"
57102712b654c5140001f879,Elizabeth_II,"The Queen surpassed her great-great-grandmother, Queen Victoria, to become the longest-lived British monarch in December 2007, and the longest-reigning British monarch on 9 September 2015. She was celebrated in Canada as the ""longest-reigning sovereign in Canada's modern era"". (King Louis XIV of France reigned over part of Canada for longer.) She is the longest-reigning queen regnant in history, the world's oldest reigning monarch and second-longest-serving current head of state after King Bhumibol Adulyadej of Thailand.",What head of stat has served longer than Elizabeth?,"{'text': ['King Bhumibol Adulyadej'], 'answer_start': [490]}"
5710dd62a58dae1900cd6aff,Age_of_Enlightenment,"Science came to play a leading role in Enlightenment discourse and thought. Many Enlightenment writers and thinkers had backgrounds in the sciences and associated scientific advancement with the overthrow of religion and traditional authority in favour of the development of free speech and thought. Scientific progress during the Enlightenment included the discovery of carbon dioxide (fixed air) by the chemist Joseph Black, the argument for deep time by the geologist James Hutton, and the invention of the steam engine by James Watt. The experiments of Lavoisier were used to create the first modern chemical plants in Paris, and the experiments of the Montgolfier Brothers enabled them to launch the first manned flight in a hot-air balloon on 21 November 1783, from the Château de la Muette, near the Bois de Boulogne.",Who invented the steam engine?,"{'text': ['James Watt'], 'answer_start': [526]}"
56d3946659d6e414001467af,Frédéric_Chopin,"Works published since 1857 have received alternative catalogue designations instead of opus numbers. The present standard musicological reference for Chopin's works is the Kobylańska Catalogue (usually represented by the initials 'KK'), named for its compiler, the Polish musicologist Krystyna Kobylańska.",What have pieces published after 1857 been given rather than opus numbers?,"{'text': ['alternative catalogue designations'], 'answer_start': [41]}"
56e8630337bdd419002c44d8,Bern,"The medieval city is a foundation of the Zähringer ruling family, which rose to power in Upper Burgundy in the 12th century. According to 14th century historiography (Cronica de Berno, 1309), Bern was founded in 1191 by Berthold V, Duke of Zähringen.",Where did the Zahringer ruling family rise to power?,"{'text': ['Upper Burgundy'], 'answer_start': [89]}"
572f403e04bcaa1900d767d7,Modern_history,"The Antebellum Age was a period of increasing division in the country based on the growth of slavery in the American South and in the western territories of Kansas and Nebraska that eventually lead to the Civil War in 1861. The Antebellum Period is often considered to have begun with the Kansas–Nebraska Act of 1854,[citation needed] although it may have begun as early as 1812. This period is also significant because it marked the transition of American manufacturing to the industrial revolution.[citation needed]",What is the antebellum age?,"{'text': ['a period of increasing division in the country based on the growth of slavery'], 'answer_start': [23]}"
5728b988ff5b5019007da578,Mandolin,"Mandolin has also been used in blues music, most notably by Ry Cooder, who performed outstanding covers on his very first recordings, Yank Rachell, Johnny ""Man"" Young, Carl Martin, and Gerry Hundt. Howard Armstrong, who is famous for blues violin, got his start with his father's mandolin and played in string bands similar to the other Tennessee string bands he came into contact with, with band makeup including ""mandolins and fiddles and guitars and banjos. And once in a while they would ease a little ukulele in there and a bass fiddle."" Other blues players from the era's string bands include Willie Black (Whistler And His Jug Band), Dink Brister, Jim Hill, Charles Johnson, Coley Jones (Dallas String Band), Bobby Leecan (Need More Band), Alfred Martin, Charlie McCoy (1909-1950), Al Miller, Matthew Prater, and Herb Quinn.",What other instrument did the Tennessee string bands use? ,"{'text': ['ukulele in there and a bass fiddle'], 'answer_start': [506]}"
572779a2dd62a815002e9dfb,"New_Haven,_Connecticut","The city has many distinct neighborhoods. In addition to Downtown, centered on the central business district and the Green, are the following neighborhoods: the west central neighborhoods of Dixwell and Dwight; the southern neighborhoods of The Hill, historic water-front City Point (or Oyster Point), and the harborside district of Long Wharf; the western neighborhoods of Edgewood, West River, Westville, Amity, and West Rock-Westhills; East Rock, Cedar Hill, Prospect Hill, and Newhallville in the northern side of town; the east central neighborhoods of Mill River and Wooster Square, an Italian-American neighborhood; Fair Haven, an immigrant community located between the Mill and Quinnipiac rivers; Quinnipiac Meadows and Fair Haven Heights across the Quinnipiac River; and facing the eastern side of the harbor, The Annex and East Shore (or Morris Cove).","What is the name of the neighborhood in New Haven that rests between the Mill and Quinnipiac rivers, and is comprised primarily of an immigrant community?","{'text': ['Fair Haven'], 'answer_start': [623]}"
570606f052bb8914006897c7,The_Times,"The Game is included in the newspaper on Mondays, and details all the weekend's football activity (Premier League and Football League Championship, League One and League Two.) The Scottish edition of The Game also includes results and analysis from Scottish Premier League games.",What kind of football game is featured in the Scottish edition of The Times?,"{'text': ['Scottish Premier League'], 'answer_start': [249]}"
570a7c686d058f1900182e99,Beer,"A study published in the Neuropsychopharmacology journal in 2013 revealed the finding that the flavour of beer alone could provoke dopamine activity in the brain of the male participants, who wanted to drink more as a result. The 49 men in the study were subject to positron emission tomography scans, while a computer-controlled device sprayed minute amounts of beer, water and a sports drink onto their tongues. Compared with the taste of the sports drink, the taste of beer significantly increased the participants desire to drink. Test results indicated that the flavour of the beer triggered a dopamine release, even though alcohol content in the spray was insufficient for the purpose of becoming intoxicated.",What year did the Neuropsychopharmacology journal publist a study about the effect on the brain of beers flavor?,"{'text': ['2013'], 'answer_start': [60]}"
572ead9cc246551400ce44e1,Vacuum,"In general relativity, a vanishing stress-energy tensor implies, through Einstein field equations, the vanishing of all the components of the Ricci tensor. Vacuum does not mean that the curvature of space-time is necessarily flat: the gravitational field can still produce curvature in a vacuum in the form of tidal forces and gravitational waves (technically, these phenomena are the components of the Weyl tensor). The black hole (with zero electric charge) is an elegant example of a region completely ""filled"" with vacuum, but still showing a strong curvature.",What has no electric charge?,"{'text': ['black hole'], 'answer_start': [421]}"
56f8bb479b226e1400dd0ec6,Gene,"The nucleotide sequence of a gene's DNA specifies the amino acid sequence of a protein through the genetic code. Sets of three nucleotides, known as codons, each correspond to a specific amino acid.:6 Additionally, a ""start codon"", and three ""stop codons"" indicate the beginning and end of the protein coding region. There are 64 possible codons (four possible nucleotides at each of three positions, hence 43 possible codons) and only 20 standard amino acids; hence the code is redundant and multiple codons can specify the same amino acid. The correspondence between codons and amino acids is nearly universal among all known living organisms.",What are sets of three nucleotides known as?,"{'text': ['codons'], 'answer_start': [149]}"
56de44f14396321400ee2743,Human_Development_Index,"Some countries were not included for various reasons, mainly the unavailability of certain crucial data. The following United Nations Member States were not included in the 2010 report. Cuba lodged a formal protest at its lack of inclusion. The UNDP explained that Cuba had been excluded due to the lack of an ""internationally reported figure for Cuba’s Gross National Income adjusted for Purchasing Power Parity"". All other indicators for Cuba were available, and reported by the UNDP, but the lack of one indicator meant that no ranking could be attributed to the country. The situation has been addressed and, in later years, Cuba has ranked as a High Human Development country.",Which Caribbean nation protested its exclusion from the 2010 report?,"{'text': ['Cuba'], 'answer_start': [186]}"
571a9b474faf5e1900b8ab26,Ashkenazi_Jews,"In the first half of the 11th century, Hai Gaon refers to questions that had been addressed to him from Ashkenaz, by which he undoubtedly means Germany. Rashi in the latter half of the 11th century refers to both the language of Ashkenaz and the country of Ashkenaz. During the 12th century, the word appears quite frequently. In the Mahzor Vitry, the kingdom of Ashkenaz is referred to chiefly in regard to the ritual of the synagogue there, but occasionally also with regard to certain other observances.","In the latter half of the 11th century, Rashi refers to what two things?","{'text': ['both the language of Ashkenaz and the country of Ashkenaz'], 'answer_start': [208]}"
572fc1b5b2c2fd14005683f3,"Richmond,_Virginia","Richmond is located at the fall line of the James River, 44 miles (71 km) west of Williamsburg, 66 miles (106 km) east of Charlottesville, and 98 miles (158 km) south of Washington, D.C. Surrounded by Henrico and Chesterfield counties, the city is located at the intersections of Interstate 95 and Interstate 64, and encircled by Interstate 295 and Virginia State Route 288. Major suburbs include Midlothian to the southwest, Glen Allen to the north and west, Short Pump to the west and Mechanicsville to the northeast.",What suburb is located on the north and west?,"{'text': ['Glen Allen'], 'answer_start': [426]}"
56e6f6e0de9d371400068101,Adult_contemporary_music,"Contemporary Christian music (CCM) has several subgenres, one being ""Christian AC"". Radio & Records, for instance, lists Christian AC among its format charts. There has been crossover to mainstream and hot AC formats by many of the core artists of the Christian AC genre, notably Amy Grant, Michael W. Smith, Kathy Troccoli, Steven Curtis Chapman, Plumb, and more recently, MercyMe.",What genre of music is performed by MercyMe?,"{'text': ['Christian AC'], 'answer_start': [69]}"
