question,answer,passage,ambiguous_question,unambiguous_question,domain_idx,domain,intent,dtype,RAW_NO_DTYPE_raw_question_answered_by_gpt35_correct,RAW_NO_DTYPE_analyzed_question_answered_by_gpt35_correct,RAW_NO_DTYPE_analyzed_question_answered_by_gpt35,RAW_NO_DTYPE_raw_question_answered_by_gpt35,RAW_ALL_raw_question_answered_by_gpt35_correct,RAW_ALL_analyzed_question_answered_by_gpt35_correct,RAW_ALL_analyzed_question_answered_by_gpt35,RAW_ALL_raw_question_answered_by_gpt35,RAW_NO_DOMAIN_raw_question_answered_by_gpt35_correct,RAW_NO_DOMAIN_analyzed_question_answered_by_gpt35_correct,RAW_NO_DOMAIN_analyzed_question_answered_by_gpt35,RAW_NO_DOMAIN_raw_question_answered_by_gpt35,RAW_NO_INTENT_raw_question_answered_by_gpt35_correct,RAW_NO_INTENT_analyzed_question_answered_by_gpt35_correct,RAW_NO_INTENT_analyzed_question_answered_by_gpt35,RAW_NO_INTENT_raw_question_answered_by_gpt35
is the british prime minister commander in chief,False,"The Commander-in-Chief of the British Armed Forces is a position vested in the British monarch, currently Queen Elizabeth II, who as Sovereign and head of state is the ``Head of the Armed Forces''. Long-standing constitutional convention, however, has vested de facto executive authority, by the exercise of Royal Prerogative powers, in the Prime Minister and the Secretary of State for Defence, and the Prime Minister (acting with the support of the Cabinet) makes the key decisions on the use of the armed forces. The Queen, however, remains the ``ultimate authority'' of the military, with officers and personnel swearing allegiance only to the monarch.",is the british prime minister commander in chief,is the british prime minister commander in chief,0,GOVERNMENTAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
do cathode rays originate from the negative electrode,True,"Cathode rays (also called an electron beam or e-beam) are streams of electrons observed in vacuum tubes. If an evacuated glass tube is equipped with two electrodes and a voltage is applied, glass behind the positive electrode is observed to glow, due to electrons emitted from and traveling away from the cathode (the electrode connected to the negative terminal of the voltage supply). They were first observed in 1869 by German physicist Johann Wilhelm Hittorf, and were named in 1876 by Eugen Goldstein Kathodenstrahlen, or cathode rays. In 1897, British physicist J.J. Thomson showed that cathode rays were composed of a previously unknown negatively charged particle, which was later named the electron. Cathode ray tubes (CRTs) use a focused beam of electrons deflected by electric or magnetic fields to create the image on a television screen.",do cathode rays originate from the negative electrode,do cathode rays originate from the negative electrode,0,SCIENCE,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
can a president be elected after leaving office,True,"Section 1. No person shall be elected to the office of the President more than twice, and no person who has held the office of President, or acted as President, for more than two years of a term to which some other person was elected President shall be elected to the office of the President more than once. But this Article shall not apply to any person holding the office of President when this Article was proposed by the Congress, and shall not prevent any person who may be holding the office of President, or acting as President, during the term within which this article becomes operative from holding the office of President or acting as President during the remainder of such term.",can a president be elected after leaving office,can a president be elected after leaving office,0,BUSINESS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
are the songs in mamma mia 2 all abba,True,"Mamma Mia! Here We Go Again is a 2018 jukebox musical romantic comedy film written and directed by Ol Parker, from a story by Parker, Catherine Johnson, and Richard Curtis. It is a follow-up to the 2008 film Mamma Mia!, which in turn is based on the musical of the same name using the music of ABBA. The film features an ensemble cast, including Lily James, Amanda Seyfried, Christine Baranski, Julie Walters, Pierce Brosnan, Andy García, Dominic Cooper, Colin Firth, Stellan Skarsgård, Jessica Keenan Wynn, Alexa Davies, Jeremy Irvine, Josh Dylan, Hugh Skinner, Cher, and Meryl Streep. Both a prequel and a sequel, the plot is set after the events of the first film, and also features flashbacks to 1979, telling the story of Donna Sheridan's arrival on the island of Kalokairi and her first meetings with her daughter Sophie's three possible fathers.",are the songs in mamma mia 2 all abba,are the songs in mamma mia 2 all abba,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is coca cola and sprite the same company,True,"Sprite is a colorless, caffeine-free, lemon- and lime-flavored soft drink created by The Coca-Cola Company. It was first developed in West Germany in 1959 as Fanta Klare Zitrone (``Clear Lemon Fanta'') and was introduced in the United States under the current brand name Sprite in 1961 as a competitor to 7 Up. Bottles of Sprite are usually transparent green in color, with a green and yellow label, whereas cans are colored silver, green, and blue, and aluminum bottles have a solid lime green color.",is coca cola and sprite the same company,is coca cola and sprite the same company,0,BUSINESS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True
is the movie willow based on a book,False,"George Lucas conceived the idea for the film (originally titled Munchkins) in 1972. Similar in intent to Star Wars, he created ``a number of well-known mythological situations for a young audience''. During the production of Return of the Jedi in 1982, Lucas approached Warwick Davis, who was portraying Wicket the Ewok, about playing Willow Ufgood. Five years passed before he was actually cast in the role. Lucas ``thought it would be great to use a little person in a lead role. A lot of my movies are about a little guy against the system, and this was just a more literal interpretation of that idea.''",is the movie willow based on a book,is the movie willow based on a book,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True
will there be another season of scooby doo mystery incorporated,False,"Scooby-Doo! Mystery Incorporated (also known as Mystery Incorporated or Scooby-Doo! Mystery, Inc.) is an American animated mystery comedy-drama series; the series serves as the eleventh incarnation of the Scooby-Doo media franchise created by Hanna-Barbera, as well as the first that was not originally run on Saturday mornings. The series is produced by Warner Bros. Animation and Cartoon Network UK and premiered in the United States on Cartoon Network on April 5, 2010, with the next twelve episodes continuing, and the first episode re-airing, on July 12, 2010. The series concluded on April 5, 2013 after two seasons and fifty-two episodes.",will there be another season of scooby doo mystery incorporated,will there be another season of scooby doo mystery incorporated,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True
is the movie tears of the sun a true story,False,Tears of the Sun is a 2003 American action war drama film depicting a U.S. Navy SEAL team rescue mission amidst the civil war in Nigeria. Lt. A.K. Waters (Bruce Willis) commands the team sent to rescue U.S. citizen Dr. Lena Fiore Kendricks (Monica Bellucci) from the civil war en route to her jungle hospital. The film was directed by Antoine Fuqua.,is the movie tears of the sun a true story,is the movie tears of the sun a true story,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
has there ever been a hole in one on a par 4,True,"During the second round of the 1971 Martini International tournament, held at the Royal Norwich Golf Club in England, John Hudson had two consecutive holes in one. Teeing off, using a 4-iron, at the par-three, 195-yard 11th hole, Hudson holed his tee shot for a hole-in-one. At the next hole, the downhill 311-yard, par-four 12th, and this time using a driver, he once again holed his tee shot, for another ace. This is believed to be the only time a player has scored holes-in-one at consecutive holes in a major professional tournament.",has there ever been a hole in one on a par 4,has there ever been a hole in one on a par 4,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
do presidents get secret service protection for life,True,"By law, former presidents are entitled to a pension, staff and office expenses, medical care or health insurance, and Secret Service protection.",do presidents get secret service protection for life,do presidents get secret service protection for life,0,GOVERNMENTAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is aegean airlines part of the star alliance,True,"Brazilian carrier TAM Airlines joined Star Alliance on 13 May 2010, increasing its foothold in South America. Aegean Airlines, Greece's largest airline by number of passengers, joined on 30 June.",is aegean airlines part of the star alliance,is aegean airlines part of the star alliance,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is luis tiant in the hall of fame,True,"Luis Clemente Tiant Vega (Spanish pronunciation: (ˈlwis ˈtjant)) (born November 23, 1940) is a former Major League Baseball (MLB) right-handed starting pitcher. He pitched 19 years primarily for the Cleveland Indians and the Boston Red Sox. He became a member of the Boston Red Sox Hall of Fame in 1997.",is luis tiant in the hall of fame,is luis tiant in the hall of fame,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is atlantic beach nc part of the outer banks,True,"The Outer Banks (OBX) is a 200-mile-long (320 km) string of barrier islands and spits off the coast of North Carolina and southeastern Virginia, on the east coast of the United States. They cover most of the North Carolina coastline, separating the Currituck Sound, Albemarle Sound, and Pamlico Sound from the Atlantic Ocean.",is atlantic beach nc part of the outer banks,is atlantic beach nc part of the outer banks,0,REGIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is what happened to monday based on a book,False,"What Happened to Monday (known as Seven Sisters in Canada, France, Spain, Italy and Slovakia) is a 2017 dystopian science fiction thriller film, written by Max Botkin and Kerry Williamson, directed by Tommy Wirkola and starring Noomi Rapace, Glenn Close and Willem Dafoe. The film was released theatrically in Europe and Asia and Netflix bought the streaming rights to the film for the United States as well as the U.K. and Latin America. Netflix released the film on August 18, 2017.",is what happened to monday based on a book,is what happened to monday based on a book,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
has anyone ever run across the united states,True,This is a list of people who have walked across the United States from the east coast to the west coast or vice versa. Walking or running across the United States has long been pursued as a way to bring publicity to social causes.,has anyone ever run across the united states,has anyone ever run across the united states,0,REGIONAL,"Exploratory(Divergent Thinking): Queries that are inherently about seeking new areas of knowledge, understanding emerging trends, or identifying unknown opportunities without a specific end goal of making a decision or judgment. Exploratory queries are characterized by their openness and the lack of a predefined objective, differentiating them from evaluative queries which are directed towards forming a judgment or assessment. Exploratory queries encourage branching out into various directions to explore a wide array of possibilities without necessarily aiming to converge on a single answer or outcome.",Simple Datatype-Boolean,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True
can you clip a cat's vocal cords,True,"Devocalization (also known as ventriculocordectomy or vocal cordectomy and when performed on dogs is commonly known as debarking or bark softening) is a surgical procedure performed on dogs and cats, where tissue is removed from the animal's vocal cords to permanently reduce the volume of its vocalizations.",can you clip a cat's vocal cords,can you clip a cat's vocal cords,0,MEDICAL,"Instructional: Queries specifically seeking step-by-step guidance, instructions, or procedures to perform a task. it focuses on 'how' to do something rather than 'what', 'why', or 'which'.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is university of maryland university college part of the university of maryland,True,"UMUC serves over 90,000 students worldwide and is one of the largest distance-learning institutions in the world. UMUC is open to all applicants, with a 100 percent acceptance rate for undergraduate programs. The university offers 120 academic programs in instructor-led and online classes, including bachelor's, master's, and doctoral degrees, as well as undergraduate and graduate certificates. UMUC is a member of the University System of Maryland, which includes eleven separate public universities in Maryland. University of Maryland University College (UMUC) is accredited by the Middle States Commission on Higher Education.",is university of maryland university college part of the university of maryland,is university of maryland university college part of the university of maryland,0,SCIENCE,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
has vancouver canucks ever won the stanley cup,False,"The Canucks joined the league in 1970 as an expansion team along with the Buffalo Sabres. In its NHL history, the team has advanced to the Stanley Cup Finals three times, losing to the New York Islanders in 1982, the New York Rangers in 1994 and the Boston Bruins in 2011. They have won the Presidents' Trophy in back-to-back seasons as the team with the league's best regular season record in the 2010--11 and 2011--12 seasons. They won three division titles as a member of the Smythe Division from 1974 to 1993, and seven titles as a member of the Northwest Division from 1998 to 2013.",has vancouver canucks ever won the stanley cup,has vancouver canucks ever won the stanley cup,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
is mary and the witches flower a ghibli movie,True,"On review aggregator Rotten Tomatoes, the film has an approval rating of 86% based on 69 reviews, and an average rating of 6.9/10. The website's critical consensus reads, ``Mary and The Witch's Flower honors its creator's Studio Ghibli roots with a gentle, beautifully animated story whose simplicity is rounded out by its entrancing visuals.'' On Metacritic, the film has a weighted average score of 73 out of 100, based on 19 critics, indicating ``generally favorable reviews''.",is mary and the witches flower a ghibli movie,is mary and the witches flower a ghibli movie,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is jersey money legal tender in the uk,False,"Both Jersey and Bank of England notes are legal tender in Jersey and circulate together, alongside the Guernsey pound and Scottish banknotes. The Jersey notes are not legal tender in the United Kingdom but are legal currency, so creditors and traders may accept them if they so choose.",is jersey money legal tender in the uk,is jersey money legal tender in the uk,0,BUSINESS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False
has anyone ever hit a homerun in the congressional baseball game,True,"In 1909, Rep. Joseph F. O'Connell of Massachusetts hit the first home run, gaining three runs for the Democrats. In the same year, Republican Rep. Edward B. Vreeland of New York was the first player to be withdrawn due to an injury. In 1957, Rep. Gerald Ford of Michigan hit the first known grand slam, while playing for the Republicans. In 1979, Republican Rep. Ron Paul of Texas hit what was believed to be (at that time) the first home run hit over the fence. Rep. John Shimkus of Illinois is the only other player to hit an out-of-the-park home run, doing so in 1997. Paul was inducted into the Congressional Baseball Hall of Fame prior to the 2012 game.",has anyone ever hit a homerun in the congressional baseball game,has anyone ever hit a homerun in the congressional baseball game,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is i 78 a toll road in pa,False,"I-78 starts in Pennsylvania at an interchange with Interstate 81. It merges with U.S. Route 22 in Lebanon County, with the median strip becoming narrow at that point; the two run together for 43 miles (69 km) from Bethel Township to Kuhnsville. Near Kuhnsville, U.S. Route 22 splits off from I-78 and becomes the Lehigh Valley Thruway. Near Hamburg at mile marker 29, it meets a major Pennsylvania route: Pennsylvania Route 61. At mile marker 53, after the departure of US 22, Pennsylvania Route 309 merges with I-78 for 7 miles (11 km). Dorney Park & Wildwater Kingdom is visible from the freeway approaching exit 54 for U.S. Route 222, which leads to the park. In Summit Lawn, State Route 309 leaves the freeway toward Quakertown at exit 60, with prior exit 59 providing access to Pennsylvania Route 145. Past Allentown and Bethlehem, Pennsylvania Route 33 meets I-78 at exit 71, providing access to the Pocono Mountains to the north. The last exit in Pennsylvania is Exit 75/Morgan Hill Road, which connects to Pennsylvania Route 611. The Interstate crosses the Delaware River on the Interstate 78 Toll Bridge, leaving Pennsylvania for New Jersey. Tolls are only required on the westbound side, coming into Pennsylvania.",is i 78 a toll road in pa,is i 78 a toll road in pa,0,REGIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
is a grade d at gcse a pass,True,"At the end of the two-year GCSE course, towards the end of August of that year, candidates receive a grade for each subject that they have sat. Before the transformation of the GCSE grading system from alphabetical to numeric grades, the pass grades, from highest to lowest, were: A* (pronounced ``A-star''), A, B, C, D, E, F, and G. Grade U (ungraded/unclassified) signifies that a pupil achieved nothing worthy of credit; therefore, no GCSE is awarded to the pupil in that subject. For GCSEs after reformations, the pass grades are 9, 8, 7, 6, 5, 4, 3, 2, and 1, but a ``good pass'' which is generally required, is grade 4 or higher. The U grade stays the same as mentioned above.",is a grade d at gcse a pass,is a grade d at gcse a pass,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
are there more seasons of the carrie diaries,False,"The pilot was picked up by The CW to a series order of 13 episodes in May 2012. Four months into the first season, the network renewed The Carrie Diaries for a second season, which premiered in October 2013. In May 2014, The CW canceled the series after two seasons.",are there more seasons of the carrie diaries,are there more seasons of the carrie diaries,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True
can an ethernet cable be used for poe,True,"Power over Ethernet or PoE describes any of several standard or ad-hoc systems which pass electric power along with data on twisted pair Ethernet cabling. This allows a single cable to provide both data connection and electric power to devices such as wireless access points, IP cameras, and VoIP phones.",can an ethernet cable be used for poe,can an ethernet cable be used for poe,0,COMPUTING,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
are tickets and boarding passes the same thing,False,"Generally, a passenger with an electronic ticket will only need a boarding pass. If a passenger has a paper airline ticket, that ticket (or flight coupon) may be required to be attached to the boarding pass for him or her to board the aircraft. For ``connecting flights'', a boarding pass is required for each new leg (distinguished by a different flight number), regardless of whether a different aircraft is boarded or not.",are tickets and boarding passes the same thing,are tickets and boarding passes the same thing,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
is tyrion still alive on game of thrones,True,"Plotting their conquest of Westeros from Dragonstone, the ancestral Targaryen fortress, Daenerys and Tyrion learn that Jon Snow has been named King in the North. Tyrion suggests that Jon would make a valuable ally; Daenerys and Jon are impressed with each other, but she is annoyed when he declines to swear his allegiance to her. Daenerys and her allies discuss their strategy for the war against the Lannisters. Tyrion advises against a direct attack on King's Landing, and Daenerys agrees to his nuanced series of attacks. However, Cersei and Jaime outmaneuver him, neutralizing Daenerys' Greyjoy and Dornish support. A furious Daenerys ignores Tyrion's continued arguments for caution, and decimates a Lannister caravan with her dragons. He is also unable to stop her from executing Randyll and Dickon Tarly, who refuse to swear fealty to her even after their defeat. In ``Eastwatch'', Tyrion meets with Jaime in secret to broker a meeting between Cersei and Daenerys. In ``The Dragon and the Wolf'', he helps convince Cersei that the advancing undead are a more immediate threat than the war with Daenerys for control of Westeros.",is tyrion still alive on game of thrones,is tyrion still alive on game of thrones,0,MISCELLANEOUS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True
is there another series of law and order uk,True,"The original series has also been adapted for British television as Law & Order: UK, with the setting changed to London. Similarly, Law & Order: Criminal Intent has been adapted for French and Russian television under the respective titles Paris enquêtes criminelles and Закон и порядок. Преступный умысел, and Law & Order: Special Victims Unit has also had a Russian version, Закон и Порядок: Отдел Оперативных Расследований.",is there another series of law and order uk,is there another series of law and order uk,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
does harley davidson have a plant in india,True,"Harley-Davidson India is a wholly owned subsidiary of Harley-Davidson, based in Gurgaon, Haryana, India. Harley-Davidson India commenced operations in August 2009 and appointed its first dealership in July 2010.",does harley davidson have a plant in india,does harley davidson have a plant in india,0,BUSINESS,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
is there a new susan on days of our lives,True,"In January 2014, it was announced that Davidson would be returning to Days for a three-month story arc after having departed with the show in November 2013. In late September 2014, it was announced that Davidson would reprise her role as Susan Banks; her first time portraying the character in 16 years. Davidson returned to the role once again on November 2, 2017. She reprised the role of Susan's sister, Sister Mary Moira on November 21, 2017. Stacy Haiduk debuted as Susan on August 21, 2018.",is there a new susan on days of our lives,is there a new susan on days of our lives,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,False,False,True,True,False,False,True,True,True,True,True,True,False,False,True
is mall of asia the biggest mall in asia,False,"It is currently the 4th largest shopping mall in the Philippines and the 12th in the world. When it opened in 2006 it was the largest shopping mall in the Philippines until SM City North EDSA was redeveloped in 2008, and was relegated to third place by the expansion of SM Megamall from 2011 until November 27, 2015 when SM Seaside City Cebu opened to the public.",is mall of asia the biggest mall in asia,is mall of asia the biggest mall in asia,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
has anyone won a tony oscar emmy and grammy,True,"Twelve people have won all four major annual American entertainment awards in a competitive, individual (non-group) category of the Emmy, Grammy, Oscar, and Tony Awards. Respectively, these awards honor outstanding achievements in television, recording, film, and theater. Winning all four awards has been referred to as winning the ``grand slam'' of American show business.",has anyone won a tony oscar emmy and grammy,has anyone won a tony oscar emmy and grammy,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
can you turn right on red in la,True,"Right turns on red are permitted in many regions of North America. While Western states have allowed it for more than 50 years; eastern states amended their traffic laws to allow it in the 1970s as a fuel-saving measure in response to motor fuel shortages in 1973. The Energy Policy and Conservation Act of 1975 required in §362(c)(5) that in order for a state to receive federal assistance in developing mandated conservation programs, they must permit right turns on red lights. All 50 states, the District of Columbia, Guam, and Puerto Rico have allowed right turns on red since 1980, except where prohibited by a sign or where right turns are controlled by dedicated traffic lights. (On January 1, 1980, Massachusetts became the last US state to allow right turns on red.) The few exceptions include New York City, where right turns on red are prohibited, unless a sign indicates otherwise.",can you turn right on red in la,can you turn right on red in la,0,REGIONAL,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
did noah galloway win dancing with the stars,False,"Noah Matthew Galloway (born October 28, 1981) is a former United States Army soldier, motivational speaker, and extreme sports enthusiast. He was injured during the Iraq War, losing his left arm above the elbow and left leg above the knee. He was a contestant on Dancing with the Stars season 20, paired with Sharna Burgess. The pair finished in third place. He led his team to victory in the first season of the American Grit TV show on FOX. His book Living with No Excuses: The Remarkable Rebirth of an American Soldier was released in August 2016.",did noah galloway win dancing with the stars,did noah galloway win dancing with the stars,0,COMMUNITY,"Informational: Encompasses seeking factual information, definitions, and explanations. This category is for queries that aim directly at understanding specific facts or data.",Simple Datatype-Boolean,False,True,False,True,False,True,False,True,True,False,True,False,False,True,False,True
